decision_id,application_id,outcome,approved_amount,rate_apr,term_months,reason_codes,decided_by,policy_version,monthly_revenue_used,dscr,decided_at,created_at
747,891,DECLINED,,,,CREDIT_SCORE,c.obrien,credit-policy-FINAL2,566925.59,2.415,2026-02-23 06:46:37.306830-05:00,2026-02-23 06:47:02.061678-05:00
748,892,DECLINED,,,,"STACKED_DEBT,CREDIT_SCORE,DSCR_BELOW_MIN",a.castellanos,credit-policy-2025,128114.74,2.643,2026-02-20 22:55:49.009777-05:00,2026-02-20 22:56:04.065426-05:00
749,893,DECLINED,,,,INDUSTRY_RESTRICTED,p.deshmukh,credit-policy-FINAL2,437368.05,2.703,2026-02-22 19:16:00.927807-05:00,2026-02-22 19:16:20.844496-05:00
750,894,APPROVED,135000.00,24.999,60,"COLLATERAL_OK,DSCR_OK",p.deshmukh,credit-policy-2025,250410.50,1.4,2026-02-22 17:47:31.937160-05:00,2026-02-22 17:47:47.573568-05:00
751,895,APPROVED,136500.00,11.961,12,REVENUE_VERIFIED,c.obrien,credit-policy-2025,188162.77,3.337,2026-02-26 15:49:59.751470-05:00,2026-02-26 15:50:24.362933-05:00
752,896,DECLINED,,,,"STACKED_DEBT,UNVERIFIED_REVENUE,TIME_IN_BUSINESS",j.beaumont,credit-policy-2025,159374.34,2.913,2026-03-05 13:08:38.526583-05:00,2026-03-05 13:08:54.820163-05:00
753,897,DECLINED,,,,COLLATERAL_SHORTFALL,renee.blackwell,credit-policy-2024,586869.05,2.295,2026-02-24 09:03:02.350614-05:00,2026-02-24 09:03:07.950974-05:00
754,898,APPROVED,450500.00,10.812,36,"TIB_OK,DSCR_OK,REVENUE_VERIFIED",c.obrien,credit-policy-2025,1319339.88,2.644,2026-02-21 12:59:05.611048-05:00,2026-02-21 12:59:33.919643-05:00
755,899,DECLINED,,,,"EXISTING_DEBT,REVENUE_BELOW_MIN",a.castellanos,credit-policy-2025,228092.99,2.352,2026-03-01 19:02:53.707031-05:00,2026-03-01 19:03:08.836686-05:00
756,900,APPROVED,885000.00,18.653,36,"DSCR_OK,COLLATERAL_OK",d.pham,credit-policy-2025,2396272.62,1.303,2026-03-04 15:53:14.306723-05:00,2026-03-04 15:53:34.029867-05:00
757,901,APPROVED,46900.00,20.717,24,"MANUAL_OVERRIDE_RB,COLLATERAL_OK,POLICY_EXCEPTION_APPROVED",s.whitfield,credit-policy-2025,73961.45,1.308,2026-03-02 23:27:51.179480-05:00,2026-03-02 23:28:15.716802-05:00
758,902,DECLINED,,,,"CREDIT_SCORE,REVENUE_BELOW_MIN,COLLATERAL_SHORTFALL",l.nakamura,credit-policy-2025,682137.05,1.499,2026-02-24 19:30:23.345884-05:00,2026-02-24 19:30:28.588963-05:00
759,903,DECLINED,,,,TIME_IN_BUSINESS,c.obrien,credit-policy-2025,434814.50,3.367,2026-02-23 22:47:30.987808-05:00,2026-02-23 22:47:44.699154-05:00
760,904,APPROVED,93500.00,23.951,24,DSCR_OK,s.whitfield,credit-policy-2025,224440.55,2.47,2026-03-14 16:03:19.698251-05:00,2026-03-14 16:03:27.740787-05:00
761,905,DECLINED,,,,"TIME_IN_BUSINESS,DSCR_BELOW_MIN,UNVERIFIED_REVENUE",k.abernathy,credit-policy-2025,150581.75,0.853,2026-02-21 18:02:59.510417-05:00,2026-02-21 18:03:07.909458-05:00
762,906,DECLINED,,,,"CREDIT_SCORE,COLLATERAL_SHORTFALL",renee.blackwell,credit-policy-2025,77314.70,1.357,2026-03-03 07:54:13.961486-05:00,2026-03-03 07:54:17.400979-05:00
763,907,COUNTER_OFFER,84000.00,20.916,48,"POLICY_EXCEPTION_APPROVED,CREDIT_OK,DSCR_OK",a.castellanos,credit-policy-2025,284418.45,2.879,2026-03-01 19:19:40.176926-05:00,2026-03-01 19:20:00.862089-05:00
764,908,APPROVED,108500.00,25.116,48,REVENUE_VERIFIED,j.beaumont,credit-policy-2025,135284.95,2.194,2026-03-02 18:10:19.265441-05:00,2026-03-02 18:10:28.065708-05:00
765,909,APPROVED,125000.00,8.366,36,MANUAL_OVERRIDE_RB,s.whitfield,credit-policy-2025,380670.34,1.996,2026-02-28 21:32:27.434501-05:00,2026-02-28 21:32:54.647179-05:00
766,910,DECLINED,,,,"TIME_IN_BUSINESS,REVENUE_BELOW_MIN,",l.nakamura,credit-policy-2025,11555.93,1.188,2026-02-25 22:01:55.206858-05:00,2026-02-25 22:02:02.660731-05:00
767,911,DECLINED,,,,INDUSTRY_RESTRICTED,d.pham,credit-policy-FINAL2,88515.19,1.608,2026-02-26 14:47:12.384318-05:00,2026-02-26 14:47:17.383829-05:00
768,913,COUNTER_OFFER,595000.00,18.168,12,"POLICY_EXCEPTION_APPROVED,TIB_OK",a.castellanos,credit-policy-2025,83453.57,2.569,2026-02-24 16:09:37.199865-05:00,2026-02-24 16:09:52.531449-05:00
769,914,APPROVED,300000.00,11.25,48,"COLLATERAL_OK, TIB_OK, DSCR_OK",l.nakamura,credit-policy-FINAL2,337052.95,2.154,2026-03-05 20:22:17.233035-05:00,2026-03-05 20:22:24.473069-05:00
770,915,DECLINED,,,,"UNVERIFIED_REVENUE, STACKED_DEBT, TIME_IN_BUSINESS,",m.okonkwo,credit-policy-2025,59964.54,1.335,2026-03-03 09:03:18.311549-05:00,2026-03-03 09:03:47.925901-05:00
771,916,APPROVED,68600.00,24.823,48,"DSCR_OK,MANUAL_OVERRIDE_RB,",j.beaumont,credit-policy-2025,118995.66,2.166,2026-03-19 13:18:56.585900-05:00,2026-03-19 13:19:21.784257-05:00
772,917,DECLINED,,,,"COLLATERAL_SHORTFALL,UNVERIFIED_REVENUE,NSF_ACTIVITY,EXISTING_DEBT",m.okonkwo,credit-policy-2025,317318.78,1.938,2026-02-19 17:11:42.033053-05:00,2026-02-19 17:12:00.430025-05:00
773,918,APPROVED,88000.00,23.974,48,,l.nakamura,credit-policy-FINAL2,90598.45,2.272,2026-02-18 16:52:48.896677-05:00,2026-02-18 16:52:54.182783-05:00
774,919,DECLINED,,,,"CREDIT_SCORE, NSF_ACTIVITY, TIME_IN_BUSINESS",a.castellanos,credit-policy-2025,514123.59,1.802,2026-03-10 19:54:10.509148-05:00,2026-03-10 19:54:30.159282-05:00
775,920,DECLINED,,,,"EXISTING_DEBT,CREDIT_SCORE",k.abernathy,credit-policy-2025,134387.44,1.491,2026-03-13 07:51:52.958109-05:00,2026-03-13 07:51:54.676617-05:00
776,921,DECLINED,,,,"TIME_IN_BUSINESS, CREDIT_SCORE, EXISTING_DEBT, DSCR_BELOW_MIN",renee.blackwell,credit-policy-2025,25069.57,1.014,2026-03-01 01:44:56.283885-05:00,2026-03-01 01:45:19.848390-05:00
777,922,APPROVED,348500.00,9.755,48,"MANUAL_OVERRIDE_RB,",k.abernathy,credit-policy-2025,530146.53,1.724,2026-02-22 02:30:07.981455-05:00,2026-02-22 02:30:32.296939-05:00
778,923,APPROVED,345000.00,28.045,84,"TIB_OK,CREDIT_OK,MANUAL_OVERRIDE_RB",a.castellanos,credit-policy-FINAL2,263993.55,0.97,2026-03-03 03:02:20.576874-05:00,2026-03-03 03:02:40.124061-05:00
779,924,APPROVED,750000.00,18.578,48,"REVENUE_VERIFIED,CREDIT_OK,DSCR_OK",k.abernathy,credit-policy-2025,1337523.95,1.385,2026-03-07 12:14:42.991854-05:00,2026-03-07 12:15:05.627300-05:00
780,925,APPROVED,78000.00,19.71,36,"MANUAL_OVERRIDE_RB,COLLATERAL_OK,CREDIT_OK",p.deshmukh,credit-policy-2025,103328.73,2.451,2026-03-01 07:54:41.055643-05:00,2026-03-01 07:55:00.235372-05:00
781,926,DECLINED,,,,"REVENUE_BELOW_MIN,STACKED_DEBT,COLLATERAL_SHORTFALL",s.whitfield,credit-policy-2025,124713.84,0.764,2026-02-27 01:52:14.094392-05:00,2026-02-27 01:52:38.418587-05:00
782,927,APPROVED,357000.00,10.206,48,"TIB_OK,REVENUE_VERIFIED,CREDIT_OK",a.castellanos,credit-policy-2024,1333605.57,3.247,2026-02-24 12:33:15.109297-05:00,2026-02-24 12:33:42.753344-05:00
783,928,APPROVED,215000.00,14.461,24,TIB_OK,renee.blackwell,credit-policy-2025,411433.87,0.818,2026-02-28 21:37:00.388589-05:00,2026-02-28 21:37:22.723982-05:00
784,929,APPROVED,692750.00,25.376,60,,p.deshmukh,credit-policy-2024,3860997.87,2.709,2026-02-25 22:39:42.108934-05:00,2026-02-25 22:39:54.260438-05:00
785,930,DECLINED,,,,"COLLATERAL_SHORTFALL,UNVERIFIED_REVENUE,STACKED_DEBT,",j.beaumont,credit-policy-2025,313230.99,1.705,2026-03-03 20:12:02.902682-05:00,2026-03-03 20:12:27.435028-05:00
786,934,DECLINED,,,,"EXISTING_DEBT,DSCR_BELOW_MIN",c.obrien,credit-policy-2025,110604.54,2.603,2026-02-22 11:47:19.193432-05:00,2026-02-22 11:47:40.705053-05:00
787,935,APPROVED,259000.00,7.34,84,"REVENUE_VERIFIED,POLICY_EXCEPTION_APPROVED",k.abernathy,credit-policy-2025,878871.78,1.953,2026-02-20 11:09:03.253047-05:00,2026-02-20 11:09:24.839454-05:00
788,936,DECLINED,,,,"CREDIT_SCORE,EXISTING_DEBT,TIME_IN_BUSINESS",j.beaumont,credit-policy-2025,585842.89,1.36,2026-02-21 11:15:19.648409-05:00,2026-02-21 11:15:36.743240-05:00
789,937,DECLINED,,,,"NSF_ACTIVITY, INDUSTRY_RESTRICTED, UNVERIFIED_REVENUE",a.castellanos,credit-policy-2024,235858.94,1.311,2026-02-21 12:01:16.942782-05:00,2026-02-21 12:01:21.033722-05:00
790,939,APPROVED,136000.00,15.752,60,"CREDIT_OK, POLICY_EXCEPTION_APPROVED, REVENUE_VERIFIED",m.okonkwo,credit-policy-2025,97767.43,1.243,2026-02-23 17:24:21.403696-05:00,2026-02-23 17:24:34.533213-05:00
791,940,DECLINED,,,,REVENUE_BELOW_MIN,t.rivas,credit-policy-2025,255618.57,1.856,2026-03-09 12:08:43.834345-05:00,2026-03-09 12:08:58.857415-05:00
792,941,APPROVED,185500.00,7.818,60,"CREDIT_OK, DSCR_OK, POLICY_EXCEPTION_APPROVED",k.abernathy,credit-policy-2025,413734.19,3.238,2026-03-08 01:55:49.799042-05:00,2026-03-08 01:56:07.275903-05:00
793,943,APPROVED,329000.00,12.354,48,"CREDIT_OK, POLICY_EXCEPTION_APPROVED",a.castellanos,credit-policy-FINAL2,476273.12,3.098,2026-02-24 00:49:56.259208-05:00,2026-02-24 00:50:00.736127-05:00
794,944,APPROVED,339500.00,27.742,24,TIB_OK,d.pham,credit-policy-FINAL2,568051.69,2.258,2026-02-18 13:43:16.861441-05:00,2026-02-18 13:43:23.051894-05:00
795,945,APPROVED,55000.00,8.09,84,"POLICY_EXCEPTION_APPROVED,COLLATERAL_OK",c.obrien,credit-policy-2025,83537.18,2.961,2026-03-08 22:28:25.938673-05:00,2026-03-08 22:28:52.056895-05:00
796,946,DECLINED,,,,"UNVERIFIED_REVENUE,CREDIT_SCORE",t.rivas,credit-policy-2025,308700.90,1.418,2026-02-27 00:29:56.869065-05:00,2026-02-27 00:29:58.111462-05:00
797,947,DECLINED,,,,"COLLATERAL_SHORTFALL,UNVERIFIED_REVENUE,REVENUE_BELOW_MIN",c.obrien,credit-policy-2024,122255.86,2.687,2026-03-04 08:01:21.678110-05:00,2026-03-04 08:01:36.910609-05:00
798,948,DECLINED,,,,"UNVERIFIED_REVENUE, STACKED_DEBT, CREDIT_SCORE, TIME_IN_BUSINESS",d.pham,credit-policy-2025,290089.23,2.006,2026-03-18 23:17:24.398412-05:00,2026-03-18 23:17:43.408534-05:00
799,949,APPROVED,37500.00,19.004,36,POLICY_EXCEPTION_APPROVED,p.deshmukh,credit-policy-2025,81254.22,0.734,2026-02-25 22:45:49.641838-05:00,2026-02-25 22:45:54.104706-05:00
800,950,DECLINED,,,,COLLATERAL_SHORTFALL,renee.blackwell,credit-policy-2025,192769.98,3.25,2026-02-21 19:43:46.957114-05:00,2026-02-21 19:44:12.599744-05:00
801,952,APPROVED,1814750.00,10.974,48,CREDIT_OK,l.nakamura,credit-policy-2024,1257400.98,1.584,2026-03-04 07:20:08.774186-05:00,2026-03-04 07:20:37.423806-05:00
802,953,APPROVED,79000.00,22.948,60,DSCR_OK,c.obrien,credit-policy-2025,205718.98,2.794,2026-03-02 11:02:36.845008-05:00,2026-03-02 11:02:46.267737-05:00
803,956,APPROVED,670000.00,22.132,24,TIB_OK,t.rivas,credit-policy-2025,1227561.55,3.311,2026-02-26 08:48:52.210206-05:00,2026-02-26 08:49:12.984812-05:00
804,957,DECLINED,,,,"UNVERIFIED_REVENUE,CREDIT_SCORE,TIME_IN_BUSINESS,STACKED_DEBT,",p.deshmukh,credit-policy-FINAL2,734777.81,1.898,2026-03-02 06:55:30.208288-05:00,2026-03-02 06:55:38.615863-05:00
805,959,APPROVED,480000.00,21.238,24,REVENUE_VERIFIED,l.nakamura,credit-policy-2024,1195977.24,1.249,2026-03-10 09:04:58.773855-05:00,2026-03-10 09:05:24.715411-05:00
806,961,DECLINED,,,,"UNVERIFIED_REVENUE,DSCR_BELOW_MIN",k.abernathy,credit-policy-2025,225806.59,3.321,2026-02-26 22:05:34.177058-05:00,2026-02-26 22:05:37.234206-05:00
807,962,APPROVED,136000.00,22.151,36,POLICY_EXCEPTION_APPROVED,t.rivas,credit-policy-2024,185107.16,1.543,2026-03-24 23:53:38.736581-05:00,2026-03-24 23:54:03.631124-05:00
808,964,DECLINED,,,,"TIME_IN_BUSINESS,COLLATERAL_SHORTFALL",p.deshmukh,credit-policy-2025,155417.36,2.907,2026-03-04 19:04:04.466940-05:00,2026-03-04 19:04:14.325224-05:00
809,965,APPROVED,205000.00,22.571,36,CREDIT_OK,renee.blackwell,credit-policy-2025,340574.37,1.186,2026-02-24 14:41:43.142689-05:00,2026-02-24 14:41:55.392672-05:00
810,966,APPROVED,190000.00,25.92,36,"POLICY_EXCEPTION_APPROVED,TIB_OK",renee.blackwell,credit-policy-2024,351796.60,1.128,2026-03-02 21:22:25.927702-05:00,2026-03-02 21:22:50.218743-05:00
811,967,DECLINED,,,,"TIME_IN_BUSINESS,COLLATERAL_SHORTFALL,NSF_ACTIVITY",t.rivas,credit-policy-2025,195962.40,1.52,2026-03-02 04:21:47.945544-05:00,2026-03-02 04:21:53.152686-05:00
812,968,DECLINED,,,,STACKED_DEBT,renee.blackwell,credit-policy-2025,314754.75,1.267,2026-03-01 20:38:00.632968-05:00,2026-03-01 20:38:25.216293-05:00
813,969,APPROVED,115000.00,26.08,24,"TIB_OK, MANUAL_OVERRIDE_RB",k.abernathy,credit-policy-2025,138386.64,1.853,2026-02-23 12:11:40.092094-05:00,2026-02-23 12:11:53.497269-05:00
814,970,DECLINED,,,,"NSF_ACTIVITY, DSCR_BELOW_MIN",j.beaumont,credit-policy-FINAL2,75501.12,1.173,2026-03-10 03:11:12.045172-05:00,2026-03-10 03:11:17.409696-05:00
815,972,APPROVED,43000.00,24.382,12,"POLICY_EXCEPTION_APPROVED, DSCR_OK, COLLATERAL_OK",a.castellanos,credit-policy-FINAL2,124050.25,2.057,2026-03-01 15:35:12.185205-05:00,2026-03-01 15:35:38.506020-05:00
816,973,APPROVED,55000.00,25.6,12,"POLICY_EXCEPTION_APPROVED,CREDIT_OK",k.abernathy,credit-policy-2025,101011.32,2.301,2026-03-03 19:04:16.157521-05:00,2026-03-03 19:04:25.574150-05:00
817,974,APPROVED,125000.00,21.766,60,TIB_OK,j.beaumont,credit-policy-FINAL2,331668.99,1.164,2026-02-25 09:24:04.911880-05:00,2026-02-25 09:24:22.331815-05:00
818,976,APPROVED,25000.00,27.001,84,"MANUAL_OVERRIDE_RB,CREDIT_OK,REVENUE_VERIFIED",s.whitfield,credit-policy-2025,123890.95,2.584,2026-03-10 15:06:06.428344-05:00,2026-03-10 15:06:13.125828-05:00
819,978,APPROVED,157250.00,19.956,84,"REVENUE_VERIFIED, TIB_OK, DSCR_OK",l.nakamura,credit-policy-2024,226523.03,2.445,2026-03-03 05:54:08.797845-05:00,2026-03-03 05:54:37.226065-05:00
820,979,DECLINED,,,,DSCR_BELOW_MIN,d.pham,credit-policy-2025,279526.47,1.692,2026-02-22 16:53:29.657656-05:00,2026-02-22 16:53:58.749471-05:00
821,982,DECLINED,,,,UNVERIFIED_REVENUE,t.rivas,credit-policy-2025,412398.41,1.321,2026-03-13 21:59:57.565092-05:00,2026-03-13 22:00:15.529115-05:00
822,983,DECLINED,,,,"UNVERIFIED_REVENUE,COLLATERAL_SHORTFALL,TIME_IN_BUSINESS",p.deshmukh,credit-policy-2025,426414.53,2.962,2026-02-21 10:23:07.285818-05:00,2026-02-21 10:23:11.570904-05:00
823,984,APPROVED,47600.00,9.537,84,"TIB_OK,DSCR_OK",d.pham,credit-policy-2025,113030.52,3.15,2026-03-08 09:06:19.817119-05:00,2026-03-08 09:06:38.395306-05:00
824,985,APPROVED,190000.00,11.851,84,POLICY_EXCEPTION_APPROVED,p.deshmukh,credit-policy-2025,368888.01,2.703,2026-03-06 19:48:43.704148-05:00,2026-03-06 19:48:44.866486-05:00
825,986,APPROVED,80000.00,8.836,24,"REVENUE_VERIFIED,DSCR_OK",j.beaumont,credit-policy-FINAL2,322877.40,2.908,2026-02-28 07:27:02.902892-05:00,2026-02-28 07:27:26.429713-05:00
826,987,APPROVED,73500.00,7.545,36,REVENUE_VERIFIED,t.rivas,credit-policy-2024,169737.13,1.15,2026-03-01 05:41:22.331217-05:00,2026-03-01 05:41:47.456971-05:00
827,989,DECLINED,,,,"INDUSTRY_RESTRICTED,NSF_ACTIVITY,DSCR_BELOW_MIN,CREDIT_SCORE",t.rivas,credit-policy-2025,94346.20,3.187,2026-03-04 21:20:44.303491-05:00,2026-03-04 21:20:48.774072-05:00
828,990,APPROVED,1402500.00,18.365,12,"COLLATERAL_OK, REVENUE_VERIFIED",k.abernathy,credit-policy-2024,1311147.73,0.979,2026-02-22 09:40:00.095503-05:00,2026-02-22 09:40:20.366289-05:00
829,991,APPROVED,25000.00,16.992,60,CREDIT_OK,t.rivas,credit-policy-FINAL2,93140.94,3.132,2026-03-12 00:14:32.012261-05:00,2026-03-12 00:14:53.343832-05:00
830,992,APPROVED,160000.00,16.982,84,REVENUE_VERIFIED,c.obrien,credit-policy-FINAL2,653249.86,3.221,2026-03-20 14:49:35.230883-05:00,2026-03-20 14:49:57.977572-05:00
831,993,DECLINED,,,,"DSCR_BELOW_MIN, INDUSTRY_RESTRICTED, EXISTING_DEBT, UNVERIFIED_REVENUE",p.deshmukh,credit-policy-2025,232208.78,2.335,2026-02-24 08:59:53.256610-05:00,2026-02-24 08:59:59.513669-05:00
832,994,DECLINED,,,,"CREDIT_SCORE,STACKED_DEBT,DSCR_BELOW_MIN",c.obrien,credit-policy-2025,353280.35,3.071,2026-02-23 12:51:24.457976-05:00,2026-02-23 12:51:39.932279-05:00
833,995,DECLINED,,,,CREDIT_SCORE,m.okonkwo,credit-policy-2025,141145.72,1.717,2026-02-24 11:57:25.915478-05:00,2026-02-24 11:57:54.775497-05:00
834,996,COUNTER_OFFER,165750.00,14.393,48,"POLICY_EXCEPTION_APPROVED,CREDIT_OK,DSCR_OK",t.rivas,credit-policy-2024,366626.74,2.629,2026-02-23 04:41:54.587470-05:00,2026-02-23 04:42:10.369049-05:00
835,997,DECLINED,,,,INDUSTRY_RESTRICTED,s.whitfield,credit-policy-2025,135490.25,2.869,2026-02-19 14:06:47.298942-05:00,2026-02-19 14:07:12.409548-05:00
836,998,DECLINED,,,,"STACKED_DEBT,DSCR_BELOW_MIN",renee.blackwell,credit-policy-2024,621420.03,2.523,2026-02-26 04:12:27.389557-05:00,2026-02-26 04:12:39.019893-05:00
837,999,APPROVED,26000.00,26.55,36,TIB_OK,renee.blackwell,credit-policy-2025,142541.90,2.497,2026-03-03 09:35:23.905658-05:00,2026-03-03 09:35:47.623637-05:00
838,1000,APPROVED,735000.00,21.387,84,"MANUAL_OVERRIDE_RB, COLLATERAL_OK",renee.blackwell,credit-policy-2025,1975489.85,3.129,2026-03-01 06:58:59.687046-05:00,2026-03-01 06:59:18.811766-05:00
839,1001,APPROVED,167500.00,13.521,24,"DSCR_OK, CREDIT_OK, POLICY_EXCEPTION_APPROVED",d.pham,credit-policy-2024,376997.33,1.035,2026-03-12 17:53:49.323293-05:00,2026-03-12 17:53:53.398935-05:00
840,1004,APPROVED,348500.00,21.022,48,REVENUE_VERIFIED,j.beaumont,credit-policy-2025,1203505.45,1.934,2026-02-20 01:40:20.538373-05:00,2026-02-20 01:40:33.471660-05:00
841,1005,DECLINED,,,,"REVENUE_BELOW_MIN,DSCR_BELOW_MIN,NSF_ACTIVITY,INDUSTRY_RESTRICTED",s.whitfield,credit-policy-2024,426905.51,2.11,2026-03-01 04:05:11.448770-05:00,2026-03-01 04:05:31.844048-05:00
842,1006,APPROVED,85000.00,26.034,60,MANUAL_OVERRIDE_RB,m.okonkwo,credit-policy-2025,110479.91,2.508,2026-03-03 00:37:02.520612-05:00,2026-03-03 00:37:31.970123-05:00
843,1007,DECLINED,,,,"UNVERIFIED_REVENUE,STACKED_DEBT,NSF_ACTIVITY",t.rivas,credit-policy-2025,1132296.84,1.769,2026-02-27 05:40:50.161249-05:00,2026-02-27 05:41:18.869766-05:00
844,1008,DECLINED,,,,"COLLATERAL_SHORTFALL, EXISTING_DEBT",p.deshmukh,credit-policy-FINAL2,525832.37,0.979,2026-02-23 20:52:03.767265-05:00,2026-02-23 20:52:14.195715-05:00
845,1009,APPROVED,31000.00,13.254,36,"REVENUE_VERIFIED,DSCR_OK",p.deshmukh,credit-policy-2025,85718.58,1.204,2026-03-14 01:47:51.481875-05:00,2026-03-14 01:48:00.550362-05:00
846,1010,COUNTER_OFFER,385000.00,15.679,60,"MANUAL_OVERRIDE_RB,TIB_OK",a.castellanos,credit-policy-2025,1135354.12,2.079,2026-02-26 16:39:37.967043-05:00,2026-02-26 16:40:05.732767-05:00
847,1011,DECLINED,,,,"DSCR_BELOW_MIN,TIME_IN_BUSINESS,UNVERIFIED_REVENUE,REVENUE_BELOW_MIN",m.okonkwo,credit-policy-2025,590420.18,2.793,2026-03-01 23:20:10.262892-05:00,2026-03-01 23:20:32.807432-05:00
848,1012,APPROVED,270000.00,17.676,60,"DSCR_OK,",c.obrien,credit-policy-2024,375434.08,2.405,2026-02-28 09:31:12.172973-05:00,2026-02-28 09:31:30.441667-05:00
849,1013,APPROVED,28050.00,25.648,36,POLICY_EXCEPTION_APPROVED,a.castellanos,credit-policy-FINAL2,86007.62,2.66,2026-02-23 10:34:15.966426-05:00,2026-02-23 10:34:30.263341-05:00
850,1014,APPROVED,212500.00,17.261,24,"TIB_OK,REVENUE_VERIFIED,POLICY_EXCEPTION_APPROVED",k.abernathy,credit-policy-FINAL2,614395.95,2.609,2026-02-27 07:40:51.936542-05:00,2026-02-27 07:40:59.673516-05:00
851,1015,DECLINED,,,,EXISTING_DEBT,c.obrien,credit-policy-2025,359292.35,1.377,2026-03-26 06:18:54.522268-05:00,2026-03-26 06:19:20.088599-05:00
852,1016,DECLINED,,,,"TIME_IN_BUSINESS,EXISTING_DEBT",t.rivas,credit-policy-2025,72803.96,1.736,2026-02-28 22:01:09.350826-05:00,2026-02-28 22:01:21.294926-05:00
853,1017,APPROVED,415000.00,17.959,48,"MANUAL_OVERRIDE_RB,TIB_OK",p.deshmukh,credit-policy-2025,766624.80,1.501,2026-03-12 17:23:39.884635-05:00,2026-03-12 17:23:59.091133-05:00
854,1019,APPROVED,295000.00,7.424,12,CREDIT_OK,renee.blackwell,credit-policy-2025,2472937.43,2.206,2026-02-23 11:07:26.740743-05:00,2026-02-23 11:07:40.894154-05:00
855,1020,APPROVED,234500.00,26.348,12,"REVENUE_VERIFIED, TIB_OK",s.whitfield,credit-policy-2025,447030.62,2.443,2026-02-26 16:02:02.128084-05:00,2026-02-26 16:02:27.441427-05:00
856,1021,APPROVED,100000.00,22.752,12,,renee.blackwell,credit-policy-2025,151781.45,2.494,2026-03-04 11:34:53.975804-05:00,2026-03-04 11:35:07.367483-05:00
857,1022,DECLINED,,,,"COLLATERAL_SHORTFALL, NSF_ACTIVITY",d.pham,credit-policy-2024,267173.45,0.911,2026-02-25 08:54:25.627247-05:00,2026-02-25 08:54:50.458257-05:00
858,1023,APPROVED,420000.00,9.895,12,"DSCR_OK,REVENUE_VERIFIED,",a.castellanos,credit-policy-2025,1080085.60,1.365,2026-03-08 10:03:10.719926-05:00,2026-03-08 10:03:24.265395-05:00
859,1024,APPROVED,590000.00,18.133,60,"DSCR_OK, MANUAL_OVERRIDE_RB, CREDIT_OK",l.nakamura,credit-policy-2024,1504511.97,1.468,2026-02-25 06:43:41.085199-05:00,2026-02-25 06:43:56.332330-05:00
860,1026,DECLINED,,,,EXISTING_DEBT,l.nakamura,credit-policy-2025,61256.79,2.872,2026-03-02 04:36:52.195120-05:00,2026-03-02 04:37:10.290789-05:00
861,1027,DECLINED,,,,"STACKED_DEBT, TIME_IN_BUSINESS",a.castellanos,credit-policy-FINAL2,260816.82,1.047,2026-03-08 02:52:12.258442-05:00,2026-03-08 02:52:30.360354-05:00
862,1028,DECLINED,,,,"NSF_ACTIVITY, STACKED_DEBT, TIME_IN_BUSINESS",j.beaumont,credit-policy-2025,500347.55,2.846,2026-02-25 07:33:59.303907-05:00,2026-02-25 07:34:00.691184-05:00
863,1029,APPROVED,44200.00,14.289,36,"MANUAL_OVERRIDE_RB, REVENUE_VERIFIED, TIB_OK,",a.castellanos,credit-policy-2024,188391.79,2.127,2026-02-24 10:27:19.988572-05:00,2026-02-24 10:27:41.965232-05:00
864,1031,DECLINED,,,,"STACKED_DEBT,TIME_IN_BUSINESS,INDUSTRY_RESTRICTED,DSCR_BELOW_MIN",j.beaumont,credit-policy-2025,643734.16,1.09,2026-03-14 08:01:48.596420-05:00,2026-03-14 08:02:14.696970-05:00
865,1032,APPROVED,38250.00,10.615,60,"COLLATERAL_OK,POLICY_EXCEPTION_APPROVED",s.whitfield,credit-policy-2025,101068.75,0.794,2026-03-01 02:45:13.278296-05:00,2026-03-01 02:45:19.599658-05:00
866,1033,DECLINED,,,,"INDUSTRY_RESTRICTED, EXISTING_DEBT, NSF_ACTIVITY, TIME_IN_BUSINESS",j.beaumont,credit-policy-2024,61920.24,0.764,2026-02-21 03:58:13.582706-05:00,2026-02-21 03:58:20.179821-05:00
867,1034,DECLINED,,,,"UNVERIFIED_REVENUE,EXISTING_DEBT,REVENUE_BELOW_MIN",m.okonkwo,credit-policy-2024,117621.73,1.163,2026-02-28 16:39:07.298999-05:00,2026-02-28 16:39:34.852611-05:00
868,1035,APPROVED,61600.00,9.172,36,"COLLATERAL_OK, POLICY_EXCEPTION_APPROVED, TIB_OK",s.whitfield,credit-policy-2025,140164.99,0.938,2026-03-05 11:24:51.030130-05:00,2026-03-05 11:25:08.759834-05:00
869,1036,DECLINED,,,,"NSF_ACTIVITY,EXISTING_DEBT",k.abernathy,credit-policy-2024,188724.63,3.138,2026-04-14 05:16:17.776785-05:00,2026-04-14 05:16:38.190831-05:00
870,1037,APPROVED,590000.00,12.601,24,"TIB_OK, DSCR_OK, MANUAL_OVERRIDE_RB",j.beaumont,credit-policy-FINAL2,777467.97,1.342,2026-02-25 02:31:50.501101-05:00,2026-02-25 02:32:05.905256-05:00
871,1038,DECLINED,,,,"TIME_IN_BUSINESS, INDUSTRY_RESTRICTED, COLLATERAL_SHORTFALL",k.abernathy,credit-policy-FINAL2,1361301.96,2.422,2026-03-13 06:24:03.863134-05:00,2026-03-13 06:24:22.252433-05:00
